,BLOCKSPLITID,AREAPORTION,HH10,HH19,HH10PORTION,HH19PORTION
10022,490490105031005_1,0.9486948668130583,5.0,7.0,1.0,1.0
10023,490490105031021_1,0.6126309902561905,6.0,6.0,0.5,0.4
10024,490490105031021_2,0.22420231551366399,4.0,7.0,0.3333333333333333,0.4666666666666667
10025,490490105031021_3,0.16316669423014546,2.0,2.0,0.16666666666666666,0.13333333333333333
10026,490490104052021_0,1.0,40.0,40.0,1.0,1.0
10027,490490104071031_0,1.0,2.0,3.0,1.0,1.0
10028,490490101093023_2,0.01207338395224052,0.0,0.0,0.0,0.0
10029,490490101093023_1,0.9879266160477594,73.0,89.0,1.0,1.0
10030,490490102181034_0,1.0,4.0,4.0,1.0,1.0
10031,490490102112000_0,1.0,0.0,0.0,1.0,1.0
10032,490490102103007_0,1.0,0.0,0.0,1.0,1.0
10033,490490102142003_0,1.0,2.0,18.0,1.0,1.0
10034,490490104071023_0,1.0,38.0,38.0,1.0,1.0
10035,490490104081026_0,1.0,12.0,12.0,1.0,1.0
10036,490490104052002_0,1.0,21.0,21.0,1.0,1.0
10037,490490104111272_1,0.12394627674504083,0.0,0.0,0.12394627674504083,0.12394627674504083
10038,490490104111272_2,0.8760537232549591,0.0,0.0,0.8760537232549591,0.8760537232549591
10039,490490101122085_1,0.22914006020570796,0.0,0.0,0.0,0.0
10040,490490101122085_2,0.5564788266329725,1.0,1.0,1.0,1.0
10041,490490101122085_3,0.21438111316131947,0.0,0.0,0.0,0.0
10042,490490103032009_1,0.19523323815483346,0.0,0.0,0.19523323815483346,0.19523323815483346
10043,490490103032009_2,0.8047667618451666,0.0,0.0,0.8047667618451666,0.8047667618451666
10044,490490102191004_0,1.0,9.0,9.0,1.0,1.0
10045,490490102142020_0,1.0,61.0,253.0,1.0,1.0
10046,490490101112006_0,1.0,35.0,46.0,1.0,1.0
10047,490490104111196_0,1.0,0.0,0.0,1.0,1.0
10048,490490104091046_0,1.0,0.0,0.0,1.0,1.0
10049,490490104113125_1,0.6939941932063082,0.0,0.0,0.6939941932063082,0.6939941932063082
10050,490490104113125_2,0.30600580679369177,0.0,0.0,0.30600580679369177,0.30600580679369177
10051,490490104092092_0,1.0,0.0,0.0,1.0,1.0
10052,490490102121043_0,1.0,23.0,23.0,1.0,1.0
10053,490490102121005_0,1.0,0.0,0.0,1.0,1.0
10054,490490104062055_0,1.0,0.0,0.0,1.0,1.0
10055,490490102181000_1,0.17041689386403297,0.0,0.0,0.0,0.0
10056,490490102181000_2,0.8295831061359671,44.0,45.0,1.0,1.0
10057,490490104062040_3,0.008402857328326886,0.0,0.0,0.0,0.0
10058,490490104062040_1,0.04773259863270834,0.0,0.0,0.0,0.0
10059,490490104062040_2,0.9438645440389648,2.0,2.0,1.0,1.0
10060,490490104113026_0,1.0,0.0,0.0,1.0,1.0
10061,490490102101021_0,1.0,0.0,0.0,1.0,1.0
10062,490490101131264_1,0.49536212593783524,0.0,0.0,0.49536212593783524,0.49536212593783524
10063,490490101131264_2,0.5046378740621648,0.0,0.0,0.5046378740621648,0.5046378740621648
10064,490490101113005_0,1.0,0.0,0.0,1.0,1.0
10065,490490104092007_0,1.0,0.0,1.0,1.0,1.0
10066,490490101131150_1,0.6443269154187979,0.0,0.0,0.6443269154187979,0.6443269154187979
10067,490490101131150_2,0.35567308458120195,0.0,0.0,0.35567308458120195,0.35567308458120195
10068,490490104091094_0,1.0,7.0,7.0,1.0,1.0
10069,490490101131132_4,0.19668179543011996,0.0,0.0,0.19668179543011996,0.19668179543011996
10070,490490101131132_5,0.40547648626964566,0.0,0.0,0.40547648626964566,0.40547648626964566
10071,490490101131132_1,0.045015010235408784,0.0,0.0,0.045015010235408784,0.045015010235408784
10072,490490101131132_2,0.02180122125161584,0.0,0.0,0.02180122125161584,0.02180122125161584
10073,490490101131132_3,0.33102548681320976,0.0,0.0,0.33102548681320976,0.33102548681320976
10074,490490101122049_3,0.6441713467162374,1.0,1.0,0.25,0.25
10075,490490101122049_1,0.012040907355049547,0.0,0.0,0.0,0.0
10076,490490101122049_2,0.34378774592871286,3.0,3.0,0.75,0.75
10077,490490102112081_0,1.0,3.0,11.0,1.0,1.0
10078,490490104091016_0,1.0,0.0,0.0,1.0,1.0
10079,490490102141000_0,1.0,0.0,0.0,1.0,1.0
10080,490490102142011_0,1.0,1.0,1.0,1.0,1.0
10081,490490101131275_0,1.0,0.0,0.0,1.0,1.0
10082,490490104071006_0,1.0,1.0,1.0,1.0,1.0
10083,490490104042009_0,1.0,9.0,9.0,1.0,1.0
10084,490490101131035_1,0.10680297727776918,0.0,0.0,0.10680297727776918,0.10680297727776918
10085,490490101131035_2,0.8931970227222309,0.0,0.0,0.8931970227222309,0.8931970227222309
10086,490490101131111_1,0.8120671641591818,0.0,0.0,0.8120671641591818,0.8120671641591818
10087,490490101131111_2,0.18793283584081816,0.0,0.0,0.18793283584081816,0.18793283584081816
10088,490490101131197_2,0.43987840317321736,0.0,0.0,0.43987840317321736,0.43987840317321736
10089,490490101131197_1,0.5601215968267828,0.0,0.0,0.5601215968267828,0.5601215968267828
10090,490490104092030_2,0.6573393864611414,0.0,0.0,0.6573393864611414,0.6573393864611414
10091,490490104092030_1,0.3426606135388586,0.0,0.0,0.3426606135388586,0.3426606135388586
10092,490490102093024_0,1.0,0.0,0.0,1.0,1.0
10093,490490102104037_0,1.0,0.0,0.0,1.0,1.0
10094,490490105032004_1,0.6831921388866293,0.0,0.0,0.6831921388866293,0.6831921388866293
10095,490490105032004_2,0.021589396671415184,0.0,0.0,0.021589396671415184,0.021589396671415184
10096,490490105032004_3,0.29521846444195543,0.0,0.0,0.29521846444195543,0.29521846444195543
10097,490490102121031_2,0.03439322856581883,10.0,10.0,0.08928571428571429,0.017761989342806393
10098,490490102121031_1,0.9656067714341813,102.0,553.0,0.9107142857142857,0.9822380106571936
10099,490490104111318_2,0.8000168605301102,0.0,0.0,0.8000168605301102,0.8000168605301102
10100,490490104111318_1,0.1999831394698898,0.0,0.0,0.1999831394698898,0.1999831394698898
10101,490490105041082_0,1.0,60.0,180.0,1.0,1.0
10102,490490102102024_0,1.0,3.0,4.0,1.0,1.0
10103,490490104062037_5,0.3115649816799637,10.0,10.0,0.6666666666666666,0.6666666666666666
10104,490490104062037_6,0.03179508684102781,2.0,2.0,0.13333333333333333,0.13333333333333333
10105,490490104062037_1,0.004999040822560671,0.0,0.0,0.0,0.0
10106,490490104062037_2,0.0072133092383642105,0.0,0.0,0.0,0.0
10107,490490104062037_3,0.16149664678582387,0.0,0.0,0.0,0.0
10108,490490104062037_4,0.4829309346322597,3.0,3.0,0.2,0.2
10109,490490105042068_1,0.7380729655291585,0.0,0.0,0.0,0.0
10110,490490105042068_2,0.2619270344708416,1.0,1.0,1.0,1.0
10111,490490102083009_0,1.0,15.0,15.0,1.0,1.0
10112,490490101122060_0,1.0,10.0,74.0,1.0,1.0
10113,490490105042028_2,0.1737250453229825,0.0,0.0,0.1737250453229825,0.1737250453229825
10114,490490105042028_1,0.8262749546770175,0.0,0.0,0.8262749546770175,0.8262749546770175
10115,490490102091018_0,1.0,58.0,58.0,1.0,1.0
10116,490490104071012_0,1.0,0.0,0.0,1.0,1.0
10117,490490104061032_0,1.0,7.0,7.0,1.0,1.0
10118,490490102141015_1,0.28411965266353345,0.0,0.0,0.28411965266353345,0.28411965266353345
10119,490490102141015_2,0.01023407241347742,0.0,0.0,0.01023407241347742,0.01023407241347742
10120,490490102141015_3,0.705646274922989,0.0,0.0,0.705646274922989,0.705646274922989
10121,490490102143006_0,1.0,0.0,0.0,1.0,1.0
10122,490490101131207_1,0.6024612669655524,0.0,0.0,0.6024612669655524,0.6024612669655524
10123,490490101131207_2,0.3975387330344477,0.0,0.0,0.3975387330344477,0.3975387330344477
10124,490490102083000_0,1.0,52.0,53.0,1.0,1.0
10125,490490102122056_0,1.0,0.0,0.0,1.0,1.0
10126,490490102112004_0,1.0,0.0,0.0,1.0,1.0
10127,490490101093054_4,0.43550636911407986,0.0,0.0,0.43550636911407986,0.43550636911407986
10128,490490101093054_1,0.2521181443285934,0.0,0.0,0.2521181443285934,0.2521181443285934
10129,490490101093054_2,0.013114947131802331,0.0,0.0,0.013114947131802331,0.013114947131802331
10130,490490101093054_3,0.29926053942552444,0.0,0.0,0.29926053942552444,0.29926053942552444
10131,490490104092087_1,0.0020444712451540836,0.0,0.0,0.0020444712451540836,0.0020444712451540836
10132,490490104092087_2,0.9979555287548459,0.0,0.0,0.9979555287548459,0.9979555287548459
10133,490490102173009_2,0.9649743247411698,0.0,0.0,0.9649743247411698,0.9649743247411698
10134,490490102173009_1,0.035025675258830234,0.0,0.0,0.035025675258830234,0.035025675258830234
10135,490490101132063_0,1.0,0.0,0.0,1.0,1.0
10136,490490104113130_0,1.0,5.0,5.0,1.0,1.0
10137,490490101131043_2,0.06725360909077002,0.0,0.0,0.0,0.0
10138,490490101131043_1,0.93274639090923,39.0,48.0,1.0,1.0
10139,490490104042002_0,1.0,21.0,21.0,1.0,1.0
10140,490490104102029_1,0.3767038051787339,0.0,0.0,0.3767038051787339,0.3767038051787339
10141,490490104102029_2,0.6232961948212661,0.0,0.0,0.6232961948212661,0.6232961948212661
10142,490490102202015_0,1.0,1.0,1.0,1.0,1.0
10143,490490104062093_2,0.8105038769164052,0.0,0.0,0.8105038769164052,0.8105038769164052
10144,490490104062093_1,0.18949612308359476,0.0,0.0,0.18949612308359476,0.18949612308359476
10145,490490104111224_0,1.0,2.0,2.0,1.0,1.0
10146,490490101121026_2,0.2283911062247118,8.0,14.0,0.34782608695652173,0.23728813559322035
10147,490490101121026_1,0.7716088937752883,15.0,45.0,0.6521739130434783,0.7627118644067796
10148,490490101112035_0,1.0,40.0,40.0,1.0,1.0
10149,490490104062090_0,1.0,0.0,0.0,1.0,1.0
10150,490490102122115_1,0.06755305697119615,0.0,0.0,0.06755305697119615,0.06755305697119615
10151,490490102122115_2,0.9324469430288038,0.0,0.0,0.9324469430288038,0.9324469430288038
10152,490490101131000_1,0.10159912450456975,0.0,0.0,0.10159912450456975,0.10159912450456975
10153,490490101131000_2,0.8984008754954302,0.0,0.0,0.8984008754954302,0.8984008754954302
10154,490490104113160_0,1.0,0.0,0.0,1.0,1.0
10155,490490102101052_2,0.019734617131864616,0.0,0.0,0.0,0.0
10156,490490102101052_1,0.9802653828681354,83.0,85.0,1.0,1.0
10157,490490105042051_0,1.0,0.0,0.0,1.0,1.0
10158,490490102122024_2,0.32341017349977963,0.0,0.0,0.0,0.0
10159,490490102122024_3,0.29153699743548955,34.0,152.0,0.4722222222222222,0.5467625899280576
10160,490490102122024_1,0.38505282906473076,38.0,126.0,0.5277777777777778,0.45323741007194246
10161,490490104091051_0,1.0,0.0,0.0,1.0,1.0
10162,490490101092014_0,1.0,0.0,0.0,1.0,1.0
10163,490490104102024_0,1.0,0.0,0.0,1.0,1.0
10164,490490101121018_2,0.5822151436972772,14.0,51.0,0.5833333333333334,0.6144578313253012
10165,490490101121018_1,0.41778485630272266,10.0,32.0,0.4166666666666667,0.3855421686746988
10166,490490101122002_1,0.5818680269790681,0.0,0.0,0.5818680269790681,0.5818680269790681
10167,490490101122002_2,0.4181319730209318,0.0,0.0,0.4181319730209318,0.4181319730209318
10168,490490105041033_2,0.855977241359885,1.0,1.0,0.5,0.5
10169,490490105041033_1,0.1440227586401149,1.0,1.0,0.5,0.5
10170,490490104062009_1,0.9244043576166399,2.0,2.0,1.0,1.0
10171,490490104062009_2,0.044718922190418675,0.0,0.0,0.0,0.0
10172,490490104062009_3,0.030876720192941437,0.0,0.0,0.0,0.0
10173,490490102154003_0,1.0,40.0,41.0,1.0,1.0
10174,490490102101074_2,0.5513076931499848,0.0,0.0,0.5513076931499848,0.5513076931499848
10175,490490102101074_1,0.4486923068500151,0.0,0.0,0.4486923068500151,0.4486923068500151
10176,490490102112015_0,1.0,0.0,0.0,1.0,1.0
10177,490490109002520_1,0.24775333548701492,0.0,0.0,0.24775333548701492,0.24775333548701492
10178,490490109002520_2,0.752246664512985,0.0,0.0,0.752246664512985,0.752246664512985
10179,490490106002386_1,0.13799953176137209,0.0,0.0,0.13799953176137209,0.13799953176137209
10180,490490106002386_2,0.4166366639119797,0.0,0.0,0.4166366639119797,0.4166366639119797
10181,490490106002386_3,0.44536380432664824,0.0,0.0,0.44536380432664824,0.44536380432664824
10182,490490109002444_2,0.9508367722724327,0.0,0.0,0.9508367722724327,0.9508367722724327
10183,490490109002444_3,0.02458474097018384,0.0,0.0,0.02458474097018384,0.02458474097018384
10184,490490109002444_4,0.0054415732790824,0.0,0.0,0.0054415732790824,0.0054415732790824
10185,490490109002444_1,0.01913691347830103,0.0,0.0,0.01913691347830103,0.01913691347830103
10186,490490109002122_0,1.0,0.0,0.0,1.0,1.0
10187,490490106001489_2,0.019843180270754733,0.0,0.0,0.0,0.0
10188,490490106001489_1,0.9801568197292453,1.0,2.0,1.0,1.0
10189,490572102042033_0,1.0,2.0,2.0,1.0,1.0
10190,490572002041005_1,0.8263381483496312,11.0,11.0,1.0,1.0
10191,490572002041005_2,0.17366185165036882,0.0,0.0,0.0,0.0
10192,490572003001020_2,0.8825920726728339,0.0,0.0,0.8825920726728339,0.8825920726728339
10193,490572003001020_1,0.1174079273271661,0.0,0.0,0.1174079273271661,0.1174079273271661
10194,490490109002816_1,0.624127738353489,0.0,0.0,0.624127738353489,0.624127738353489
10195,490490109002816_2,0.375872261646511,0.0,0.0,0.375872261646511,0.375872261646511
10196,490572101001034_0,1.0,0.0,0.0,1.0,1.0
10197,490490106001363_2,0.512788721370996,0.0,0.0,0.512788721370996,0.512788721370996
10198,490490106001363_1,0.48721127862900404,0.0,0.0,0.48721127862900404,0.48721127862900404
10199,490490109001294_1,0.016013735108940396,0.0,0.0,0.016013735108940396,0.016013735108940396
10200,490490109001294_6,0.054497619099860645,0.0,0.0,0.054497619099860645,0.054497619099860645
10201,490490109001294_2,0.8980642784218248,0.0,0.0,0.8980642784218248,0.8980642784218248
10202,490490109001294_3,0.0003101983886136733,0.0,0.0,0.0003101983886136733,0.0003101983886136733
10203,490490109001294_4,0.01011499335963702,0.0,0.0,0.01011499335963702,0.01011499335963702
10204,490490109001294_5,0.020999175621123276,0.0,0.0,0.020999175621123276,0.020999175621123276
10205,490572013011013_0,1.0,31.0,31.0,1.0,1.0
10206,490490105042077_2,0.18527982898197876,0.0,0.0,0.0,0.0
10207,490490105042077_1,0.8147201710180212,2.0,2.0,1.0,1.0
10208,490572101003026_2,0.8695806564786435,0.0,0.0,0.8695806564786435,0.8695806564786435
10209,490572101003026_1,0.13041934352135645,0.0,0.0,0.13041934352135645,0.13041934352135645
10210,490572103023060_0,1.0,14.0,14.0,1.0,1.0
10211,490490109002282_2,0.6678231397664274,0.0,0.0,0.6678231397664274,0.6678231397664274
10212,490490109002282_1,0.3321768602335727,0.0,0.0,0.3321768602335727,0.3321768602335727
10213,490499801001115_0,1.0,0.0,0.0,1.0,1.0
10214,490490109002316_0,1.0,0.0,0.0,1.0,1.0
10215,490572012001018_0,1.0,11.0,11.0,1.0,1.0
10216,490572101001056_0,1.0,0.0,0.0,1.0,1.0
10217,490499801001071_0,1.0,0.0,0.0,1.0,1.0
10218,490572103023015_0,1.0,1.0,1.0,1.0,1.0
10219,490490109002860_0,1.0,0.0,0.0,1.0,1.0
10220,490490106001110_0,1.0,0.0,0.0,1.0,1.0
10221,490490106002167_0,1.0,0.0,0.0,1.0,1.0
10222,490572003001044_0,1.0,0.0,0.0,1.0,1.0
10223,490572103022035_0,1.0,15.0,73.0,1.0,1.0
10224,490572017002006_1,0.1795657055342868,47.0,47.0,0.42342342342342343,0.42342342342342343
10225,490572017002006_2,0.8204342944657133,64.0,64.0,0.5765765765765766,0.5765765765765766
10226,490572015004002_2,0.4784496384616111,38.0,38.0,0.37623762376237624,0.37623762376237624
10227,490572015004002_3,0.11442867552424271,0.0,0.0,0.0,0.0
10228,490572015004002_1,0.40712168601414617,63.0,63.0,0.6237623762376238,0.6237623762376238
10229,490572009001031_0,1.0,43.0,44.0,1.0,1.0
10230,490572101002168_2,0.28443084323342827,0.0,0.0,0.28443084323342827,0.28443084323342827
10231,490572101002168_1,0.7155691567665718,0.0,0.0,0.7155691567665718,0.7155691567665718
10232,490572004002015_0,1.0,0.0,0.0,1.0,1.0
10233,490490105042084_1,0.5367863541793176,0.0,0.0,0.5367863541793176,0.5367863541793176
10234,490490105042084_2,0.46321364582068236,0.0,0.0,0.46321364582068236,0.46321364582068236
10235,490572020001016_0,1.0,27.0,27.0,1.0,1.0
10236,490490106001202_0,1.0,2.0,2.0,1.0,1.0
10237,490490109002510_2,0.10147345670838544,0.0,0.0,0.10147345670838544,0.10147345670838544
10238,490490109002510_1,0.8985265432916146,0.0,0.0,0.8985265432916146,0.8985265432916146
10239,490572013023006_0,1.0,30.0,30.0,1.0,1.0
10240,490572005004007_1,0.256580966074291,16.0,16.0,0.9411764705882353,0.9411764705882353
10241,490572005004007_2,0.7434190339257091,1.0,1.0,0.058823529411764705,0.058823529411764705
10242,490572101001076_0,1.0,0.0,0.0,1.0,1.0
10243,490490109002574_0,1.0,0.0,0.0,1.0,1.0
10244,490572101001212_2,0.7935624062569975,0.0,0.0,0.7935624062569975,0.7935624062569975
10245,490572101001212_1,0.2064375937430025,0.0,0.0,0.2064375937430025,0.2064375937430025
10246,490572101001248_0,1.0,0.0,0.0,1.0,1.0
10247,490572002032026_2,0.7778341896524695,0.0,0.0,0.7778341896524695,0.7778341896524695
10248,490572002032026_1,0.22216581034753044,0.0,0.0,0.22216581034753044,0.22216581034753044
10249,490572101001322_0,1.0,0.0,0.0,1.0,1.0
10250,490490106001163_0,1.0,0.0,0.0,1.0,1.0
10251,490490106001419_0,1.0,25.0,29.0,1.0,1.0
10252,490490109002598_0,1.0,0.0,0.0,1.0,1.0
10253,490490106001026_2,0.9903274479473543,0.0,0.0,0.9903274479473543,0.9903274479473543
10254,490490106001026_1,0.009672552052645793,0.0,0.0,0.009672552052645793,0.009672552052645793
10255,490572003001003_0,1.0,0.0,0.0,1.0,1.0
10256,490490106001952_1,0.5124762435425969,0.0,0.0,0.0,0.0
10257,490490106001952_2,0.48752375645740315,10.0,11.0,1.0,1.0
10258,490572002041014_0,1.0,11.0,11.0,1.0,1.0
10259,490490106002804_0,1.0,0.0,0.0,1.0,1.0
10260,490572101002140_0,1.0,0.0,9.0,1.0,1.0
10261,490572101001006_0,1.0,0.0,0.0,1.0,1.0
10262,490499801001054_0,1.0,0.0,0.0,1.0,1.0
10263,490490109002584_0,1.0,0.0,0.0,1.0,1.0
10264,490572101001428_0,1.0,0.0,0.0,1.0,1.0
10265,490499801001328_1,0.1136126346820144,0.0,0.0,0.1136126346820144,0.1136126346820144
10266,490499801001328_2,0.8863873653179857,0.0,0.0,0.8863873653179857,0.8863873653179857
10267,490572007003006_0,1.0,28.0,28.0,1.0,1.0
10268,490572102011005_0,1.0,4.0,6.0,1.0,1.0
10269,490572103023020_0,1.0,96.0,172.0,1.0,1.0
10270,490490106001886_1,0.37557291756120004,2.0,2.0,1.0,1.0
10271,490490106001886_2,0.6244270824388001,0.0,0.0,0.0,0.0
10272,490572015003001_0,1.0,0.0,0.0,1.0,1.0
10273,490572009003006_0,1.0,65.0,65.0,1.0,1.0
10274,490572011001072_0,1.0,13.0,13.0,1.0,1.0
10275,490499801001108_0,1.0,0.0,0.0,1.0,1.0
10276,490572002042001_0,1.0,14.0,64.0,1.0,1.0
10277,490572007001015_2,0.36461927870753613,77.0,77.0,0.9058823529411765,0.9058823529411765
10278,490572007001015_1,0.6353807212924638,8.0,8.0,0.09411764705882353,0.09411764705882353
10279,490490106002355_2,0.05103083542786014,0.0,0.0,0.05103083542786014,0.05103083542786014
10280,490490106002355_3,0.9483781032667046,0.0,0.0,0.9483781032667046,0.9483781032667046
10281,490490106002355_1,0.0005910613054352362,0.0,0.0,0.0005910613054352362,0.0005910613054352362
10282,490490109002559_0,1.0,0.0,0.0,1.0,1.0
10283,490572005003044_0,1.0,4.0,5.0,1.0,1.0
10284,490572101001270_1,6.179292048170181e-05,0.0,0.0,6.179292048170181e-05,6.179292048170181e-05
10285,490572101001270_6,0.005335160985435673,0.0,0.0,0.005335160985435673,0.005335160985435673
10286,490572101001270_7,0.013839591327418433,0.0,0.0,0.013839591327418433,0.013839591327418433
10287,490572101001270_2,0.9346494846411448,0.0,0.0,0.9346494846411448,0.9346494846411448
10288,490572101001270_3,0.014566723209772628,0.0,0.0,0.014566723209772628,0.014566723209772628
10289,490572101001270_4,0.03150571826226968,0.0,0.0,0.03150571826226968,0.03150571826226968
10290,490572101001270_5,4.152865347687822e-05,0.0,0.0,4.152865347687822e-05,4.152865347687822e-05
10291,490490106002014_2,0.9227707418592028,0.0,0.0,0.9227707418592028,0.9227707418592028
10292,490490106002014_1,0.0772292581407971,0.0,0.0,0.0772292581407971,0.0772292581407971
10293,490490106001899_0,1.0,0.0,0.0,1.0,1.0
10294,490572101002246_1,0.8089342088205224,0.0,0.0,0.8089342088205224,0.8089342088205224
10295,490572101002246_2,0.19106579117947764,0.0,0.0,0.19106579117947764,0.19106579117947764
10296,490572016003005_2,0.3428336533286963,0.0,0.0,0.0,0.0
10297,490572016003005_1,0.6571663466713038,42.0,42.0,1.0,1.0
10298,490572101002015_0,1.0,0.0,0.0,1.0,1.0
10299,490490106002759_0,1.0,0.0,0.0,1.0,1.0
10300,490572101002075_0,1.0,0.0,0.0,1.0,1.0
10301,490572019001063_0,1.0,0.0,0.0,1.0,1.0
10302,490572018002012_0,1.0,27.0,27.0,1.0,1.0
10303,490499801001019_0,1.0,0.0,0.0,1.0,1.0
10304,490572101001291_0,1.0,0.0,0.0,1.0,1.0
10305,490490106001639_2,0.47924817959728894,0.0,0.0,0.47924817959728894,0.47924817959728894
10306,490490106001639_1,0.5207518204027112,0.0,0.0,0.5207518204027112,0.5207518204027112
10307,490490105052024_0,1.0,11.0,13.0,1.0,1.0
10308,490572012001026_0,1.0,0.0,0.0,1.0,1.0
10309,490572001002012_0,1.0,17.0,17.0,1.0,1.0
10310,490572102042022_0,1.0,7.0,7.0,1.0,1.0
10311,490572103023053_0,1.0,16.0,16.0,1.0,1.0
10312,490572101001404_1,0.003691671284408779,0.0,0.0,0.003691671284408779,0.003691671284408779
10313,490572101001404_2,0.9963083287155913,0.0,0.0,0.9963083287155913,0.9963083287155913
10314,490499801001414_0,1.0,0.0,0.0,1.0,1.0
10315,490490109001100_0,1.0,0.0,0.0,1.0,1.0
10316,490572019001011_0,1.0,0.0,0.0,1.0,1.0
10317,490490106001009_0,1.0,0.0,0.0,1.0,1.0
10318,490572101003051_0,1.0,0.0,0.0,1.0,1.0
10319,490499801001368_2,0.5534674382533995,0.0,0.0,0.5534674382533995,0.5534674382533995
10320,490499801001368_1,0.44653256174660033,0.0,0.0,0.44653256174660033,0.44653256174660033
10321,490572015002006_2,0.4547222825515632,0.0,0.0,0.0,0.0
10322,490572015002006_1,0.5452777174484368,47.0,47.0,1.0,1.0
10323,490490109002945_1,0.607005692846784,0.0,0.0,0.607005692846784,0.607005692846784
10324,490490109002945_2,0.392994307153216,0.0,0.0,0.392994307153216,0.392994307153216
10325,490499801001023_2,0.3504087003250771,0.0,0.0,0.3504087003250771,0.3504087003250771
10326,490499801001023_1,0.6495912996749228,0.0,0.0,0.6495912996749228,0.6495912996749228
10327,490572004001022_0,1.0,12.0,12.0,1.0,1.0
10328,490572101003015_0,1.0,0.0,0.0,1.0,1.0
10329,490490109002255_0,1.0,0.0,0.0,1.0,1.0
10330,490490106001191_0,1.0,4.0,6.0,1.0,1.0
10331,490572101002112_2,0.9827312139266031,0.0,0.0,0.9827312139266031,0.9827312139266031
10332,490572101002112_1,0.017268786073396825,0.0,0.0,0.017268786073396825,0.017268786073396825
10333,490490106001240_0,1.0,1.0,1.0,1.0,1.0
10334,490572101003096_1,0.8064981354713843,0.0,0.0,0.8064981354713843,0.8064981354713843
10335,490572101003096_2,0.1935018645286158,0.0,0.0,0.1935018645286158,0.1935018645286158
10336,490499801001317_0,1.0,0.0,0.0,1.0,1.0
10337,490499801001378_0,1.0,0.0,0.0,1.0,1.0
10338,490490105051036_0,1.0,8.0,8.0,1.0,1.0
10339,490490109002362_2,0.9985919368530136,0.0,0.0,0.9985919368530136,0.9985919368530136
10340,490490109002362_1,0.0014080631469864323,0.0,0.0,0.0014080631469864323,0.0014080631469864323
10341,490490106002062_0,1.0,0.0,0.0,1.0,1.0
10342,490490106001388_0,1.0,0.0,0.0,1.0,1.0
10343,490490106001437_5,0.07879172619561797,1.0,1.0,0.5,0.5
10344,490490106001437_1,0.19923431167770253,0.0,0.0,0.0,0.0
10345,490490106001437_2,0.0005450362147131453,0.0,0.0,0.0,0.0
10346,490490106001437_3,0.5293748095487883,0.0,0.0,0.0,0.0
10347,490490106001437_4,0.19205411636317782,1.0,1.0,0.5,0.5
10348,490572101003068_0,1.0,0.0,0.0,1.0,1.0
10349,490490109002879_2,0.13872345603392372,0.0,0.0,0.13872345603392372,0.13872345603392372
10350,490490109002879_3,0.43971634134257803,0.0,0.0,0.43971634134257803,0.43971634134257803
10351,490490109002879_1,0.4215602026234982,0.0,0.0,0.4215602026234982,0.4215602026234982
10352,490572101001014_0,1.0,0.0,0.0,1.0,1.0
10353,490490109002998_0,1.0,0.0,0.0,1.0,1.0
10354,490490106001448_2,0.8342864165323511,1.0,1.0,1.0,1.0
10355,490490106001448_1,0.16571358346764883,0.0,0.0,0.0,0.0
10356,490490109002082_0,1.0,0.0,0.0,1.0,1.0
10357,490490105061057_0,1.0,0.0,0.0,1.0,1.0
10358,490572008003004_0,1.0,44.0,44.0,1.0,1.0
10359,490572101001330_1,0.9073061044792803,0.0,0.0,0.9073061044792803,0.9073061044792803
10360,490572101001330_2,0.09269389552071969,0.0,0.0,0.09269389552071969,0.09269389552071969
10361,490572101001279_0,1.0,0.0,0.0,1.0,1.0
10362,490490109002517_1,0.44522634725660604,0.0,0.0,0.44522634725660604,0.44522634725660604
10363,490490109002517_2,0.5547736527433941,0.0,0.0,0.5547736527433941,0.5547736527433941
10364,490490109002523_2,0.015703896228857574,0.0,0.0,0.015703896228857574,0.015703896228857574
10365,490490109002523_1,0.9842961037711424,0.0,0.0,0.9842961037711424,0.9842961037711424
10366,490490106002546_0,1.0,0.0,0.0,1.0,1.0
10367,490572015001013_0,1.0,32.0,32.0,1.0,1.0
10368,490490109002034_3,0.059204807210143186,0.0,0.0,0.059204807210143186,0.059204807210143186
10369,490490109002034_1,0.8602478441995373,0.0,0.0,0.8602478441995373,0.8602478441995373
10370,490490109002034_2,0.08054734859031945,0.0,0.0,0.08054734859031945,0.08054734859031945
10371,490490107003008_0,1.0,26.0,26.0,1.0,1.0
10372,490572009001040_0,1.0,0.0,0.0,1.0,1.0
10373,490572101001284_2,0.9857603303610455,0.0,0.0,0.9857603303610455,0.9857603303610455
10374,490572101001284_1,0.014239669638954571,0.0,0.0,0.014239669638954571,0.014239669638954571
10375,490490109002438_0,1.0,0.0,0.0,1.0,1.0
10376,490572101003091_0,1.0,0.0,0.0,1.0,1.0
10377,490490105061022_0,1.0,10.0,10.0,1.0,1.0
10378,490499801001061_1,0.18632843581377748,0.0,0.0,0.18632843581377748,0.18632843581377748
10379,490499801001061_2,0.8136715641862224,0.0,0.0,0.8136715641862224,0.8136715641862224
10380,490572103021007_0,1.0,37.0,37.0,1.0,1.0
10381,490490106001224_2,0.14082244927804388,0.0,0.0,0.14082244927804388,0.14082244927804388
10382,490490106001224_1,0.8591775507219561,0.0,0.0,0.8591775507219561,0.8591775507219561
10383,490572101002251_0,1.0,0.0,0.0,1.0,1.0
10384,490499801001375_0,1.0,0.0,0.0,1.0,1.0
